id:ID,saldo,fecha_creacion,estado,promedio_uso,horario_promedio_uso
47,4596.3,2024-06-26,True,4705.47,"[('00:00:00', '01:00:00'), ('02:00:00', '15:00:00')]"
48,40484.53,2017-09-20,True,1380.45,"[('11:00:00', '12:00:00'), ('12:00:00', '16:00:00')]"
49,19472.49,2023-03-25,True,798.71,"[('17:00:00', '22:00:00')]"
50,33513.92,2023-03-18,True,1376.42,"[('18:00:00', '23:00:00'), ('06:00:00', '07:00:00')]"
51,2277.85,2024-11-24,False,1562.27,"[('18:00:00', '20:00:00'), ('21:00:00', '23:00:00')]"
52,21215.48,2021-01-10,True,2628.35,"[('02:00:00', '04:00:00'), ('14:00:00', '20:00:00'), ('04:00:00', '11:00:00')]"
53,12760.29,2020-06-28,True,1217.46,"[('09:00:00', '18:00:00')]"
54,19474.34,2021-06-04,True,3269.1,"[('15:00:00', '18:00:00')]"
55,21943.3,2023-02-03,False,1414.04,"[('00:00:00', '09:00:00'), ('22:00:00', '23:00:00')]"
56,11194.28,2017-01-13,True,464.31,"[('03:00:00', '21:00:00')]"
57,42878.29,2023-08-25,False,2548.74,"[('02:00:00', '07:00:00'), ('13:00:00', '17:00:00')]"
58,11859.89,2017-01-21,True,2690.45,"[('09:00:00', '22:00:00')]"
59,43221.9,2017-07-26,True,856.67,"[('22:00:00', '23:00:00'), ('15:00:00', '21:00:00')]"
60,34858.63,2023-07-04,False,1592.65,"[('01:00:00', '14:00:00'), ('16:00:00', '17:00:00'), ('22:00:00', '23:00:00')]"
61,10443.03,2024-03-29,False,1393.99,"[('19:00:00', '20:00:00')]"
62,7500.55,2021-05-14,True,2547.46,"[('22:00:00', '23:00:00')]"
63,41101.1,2024-01-07,False,648.66,"[('17:00:00', '21:00:00')]"
64,31740.93,2017-03-04,False,3192.74,"[('04:00:00', '05:00:00'), ('18:00:00', '20:00:00')]"
65,43144.73,2021-04-20,False,4544.37,"[('22:00:00', '23:00:00'), ('00:00:00', '13:00:00'), ('13:00:00', '22:00:00')]"
66,2360.8,2017-01-09,False,646.3,"[('22:00:00', '23:00:00'), ('00:00:00', '07:00:00')]"
67,20301.44,2022-01-10,True,2474.18,"[('18:00:00', '20:00:00')]"
68,12990.65,2022-04-15,False,3758.24,"[('10:00:00', '16:00:00')]"
69,19231.07,2020-01-01,False,4325.27,"[('00:00:00', '16:00:00'), ('18:00:00', '21:00:00'), ('21:00:00', '23:00:00')]"
70,14226.72,2023-08-12,True,565.36,"[('21:00:00', '23:00:00'), ('11:00:00', '12:00:00')]"
71,8924.31,2022-06-09,False,2704.32,"[('05:00:00', '23:00:00'), ('02:00:00', '04:00:00')]"
72,48755.3,2016-10-22,False,2898.67,"[('08:00:00', '23:00:00'), ('07:00:00', '08:00:00'), ('01:00:00', '03:00:00')]"
73,49640.88,2018-02-10,True,3429.5,"[('00:00:00', '11:00:00'), ('15:00:00', '20:00:00')]"
74,39883.43,2024-04-18,False,3418.98,"[('04:00:00', '12:00:00')]"
75,1921.05,2016-10-11,False,3236.82,"[('00:00:00', '17:00:00'), ('17:00:00', '20:00:00')]"
76,18797.44,2023-07-02,True,4082.22,"[('02:00:00', '15:00:00'), ('21:00:00', '23:00:00'), ('16:00:00', '19:00:00')]"
77,30590.51,2017-10-23,False,3882.39,"[('15:00:00', '23:00:00')]"
78,31496.39,2019-02-13,True,4154.51,"[('02:00:00', '09:00:00'), ('21:00:00', '22:00:00')]"
79,10508.6,2020-10-07,True,1465.11,"[('14:00:00', '17:00:00')]"
80,5705.63,2022-09-27,True,4235.03,"[('09:00:00', '15:00:00'), ('15:00:00', '19:00:00')]"
81,36682.75,2017-06-28,False,3395.21,"[('02:00:00', '17:00:00'), ('18:00:00', '22:00:00')]"
82,31513.22,2019-09-07,True,3990.93,"[('03:00:00', '08:00:00'), ('19:00:00', '20:00:00')]"
83,23063.38,2020-01-09,True,1854.07,"[('04:00:00', '19:00:00'), ('21:00:00', '23:00:00')]"
84,4493.78,2026-02-21,True,2442.75,"[('04:00:00', '22:00:00')]"
85,42811.59,2025-02-27,True,211.8,"[('04:00:00', '13:00:00')]"
86,19318.8,2017-07-27,False,533.95,"[('14:00:00', '15:00:00'), ('18:00:00', '19:00:00')]"
87,28614.74,2020-04-28,True,4581.99,"[('09:00:00', '18:00:00')]"
88,5555.29,2025-06-30,True,1085.6,"[('07:00:00', '16:00:00')]"
89,14536.08,2020-12-29,True,4520.11,"[('10:00:00', '15:00:00')]"
90,1650.23,2024-05-26,False,4711.61,"[('15:00:00', '23:00:00'), ('04:00:00', '10:00:00')]"
91,151.43,2017-12-15,True,4184.27,"[('07:00:00', '08:00:00'), ('21:00:00', '23:00:00')]"
92,1884.25,2017-02-17,False,2803.75,"[('09:00:00', '11:00:00'), ('13:00:00', '17:00:00')]"
93,28259.58,2019-10-14,True,4730.38,"[('16:00:00', '23:00:00'), ('10:00:00', '16:00:00')]"
94,14537.64,2025-12-31,True,3500.32,"[('00:00:00', '10:00:00'), ('13:00:00', '18:00:00'), ('18:00:00', '19:00:00')]"
95,1608.39,2023-02-03,True,4925.88,"[('15:00:00', '18:00:00'), ('20:00:00', '22:00:00')]"
96,23741.0,2020-07-21,False,392.79,"[('17:00:00', '22:00:00'), ('22:00:00', '23:00:00'), ('01:00:00', '10:00:00')]"
97,3432.82,2024-10-31,True,1591.0,"[('08:00:00', '20:00:00'), ('20:00:00', '21:00:00'), ('21:00:00', '23:00:00')]"
98,32142.43,2021-03-25,True,1840.74,"[('21:00:00', '23:00:00')]"
99,22065.9,2018-10-24,True,2704.58,"[('16:00:00', '22:00:00'), ('07:00:00', '12:00:00')]"
100,45540.7,2023-10-28,True,1810.42,"[('07:00:00', '21:00:00'), ('04:00:00', '07:00:00')]"
101,8611.85,2023-06-15,True,2324.36,"[('14:00:00', '15:00:00')]"
102,13968.81,2016-11-23,True,4643.83,"[('07:00:00', '10:00:00'), ('16:00:00', '22:00:00'), ('12:00:00', '14:00:00')]"
103,22284.69,2018-10-10,True,2379.18,"[('03:00:00', '13:00:00')]"
104,47493.26,2023-10-28,False,1082.64,"[('13:00:00', '20:00:00'), ('08:00:00', '09:00:00'), ('20:00:00', '22:00:00')]"
105,2771.91,2025-11-01,False,4464.2,"[('13:00:00', '21:00:00'), ('11:00:00', '13:00:00'), ('02:00:00', '06:00:00')]"
106,8147.81,2019-05-08,False,2532.07,"[('05:00:00', '18:00:00')]"
107,7850.42,2019-06-24,True,2263.43,"[('12:00:00', '19:00:00')]"
108,20775.51,2018-09-17,True,254.85,"[('08:00:00', '11:00:00')]"
109,10641.75,2016-07-20,True,3181.56,"[('00:00:00', '02:00:00')]"
110,49663.67,2021-01-21,False,1743.61,"[('05:00:00', '07:00:00'), ('22:00:00', '23:00:00'), ('16:00:00', '20:00:00')]"
111,27477.55,2021-05-19,True,158.56,"[('12:00:00', '20:00:00'), ('07:00:00', '10:00:00'), ('20:00:00', '23:00:00')]"
112,40691.63,2021-07-09,True,101.79,"[('09:00:00', '12:00:00')]"
113,30047.58,2025-02-01,True,3625.17,"[('17:00:00', '20:00:00'), ('04:00:00', '15:00:00'), ('02:00:00', '04:00:00')]"
114,30199.66,2020-12-21,True,2695.28,"[('22:00:00', '23:00:00')]"
115,37213.32,2021-10-11,True,1309.29,"[('19:00:00', '20:00:00'), ('10:00:00', '19:00:00'), ('07:00:00', '10:00:00')]"
116,7426.95,2016-10-03,True,3241.86,"[('19:00:00', '23:00:00')]"
117,16653.14,2025-06-30,True,3588.62,"[('20:00:00', '23:00:00')]"
118,20682.59,2017-02-16,True,3497.41,"[('01:00:00', '06:00:00'), ('08:00:00', '18:00:00'), ('21:00:00', '22:00:00')]"
119,44246.14,2023-06-03,False,2766.49,"[('15:00:00', '19:00:00')]"
120,16041.7,2020-09-15,True,1946.39,"[('21:00:00', '23:00:00'), ('05:00:00', '12:00:00'), ('13:00:00', '14:00:00')]"
121,39424.55,2022-03-27,False,2142.64,"[('02:00:00', '22:00:00'), ('22:00:00', '23:00:00')]"
122,39475.51,2025-08-08,False,2199.52,"[('20:00:00', '22:00:00'), ('09:00:00', '13:00:00')]"
123,26978.4,2023-07-12,False,3823.07,"[('17:00:00', '21:00:00')]"
124,28821.08,2019-08-22,True,2963.22,"[('04:00:00', '17:00:00'), ('21:00:00', '23:00:00')]"
125,34083.1,2025-07-06,False,97.32,"[('19:00:00', '22:00:00'), ('02:00:00', '05:00:00')]"
126,4751.52,2020-04-18,False,1603.7,"[('06:00:00', '13:00:00'), ('13:00:00', '22:00:00'), ('22:00:00', '23:00:00')]"
127,33519.79,2020-05-27,False,1049.89,"[('12:00:00', '22:00:00')]"
128,10522.65,2019-08-26,False,3593.49,"[('18:00:00', '23:00:00'), ('12:00:00', '15:00:00'), ('06:00:00', '11:00:00')]"
129,30291.28,2022-07-31,False,4007.68,"[('01:00:00', '13:00:00')]"
130,35419.19,2026-04-03,True,3436.2,"[('20:00:00', '22:00:00'), ('01:00:00', '10:00:00')]"
131,30509.05,2020-05-25,True,4143.75,"[('19:00:00', '21:00:00'), ('08:00:00', '13:00:00')]"
132,39377.05,2019-09-10,False,2914.49,"[('15:00:00', '17:00:00'), ('19:00:00', '20:00:00'), ('05:00:00', '08:00:00')]"
133,33301.15,2018-12-09,True,1582.27,"[('08:00:00', '16:00:00')]"
134,43462.77,2021-10-06,False,4114.61,"[('12:00:00', '13:00:00'), ('21:00:00', '23:00:00')]"
135,8451.92,2024-12-01,True,2292.28,"[('09:00:00', '17:00:00')]"
136,14879.74,2020-08-11,False,3941.34,"[('19:00:00', '20:00:00'), ('10:00:00', '14:00:00'), ('22:00:00', '23:00:00')]"
137,40530.2,2023-07-16,True,4992.89,"[('06:00:00', '15:00:00'), ('16:00:00', '20:00:00')]"
138,41667.14,2023-01-08,True,2437.9,"[('01:00:00', '09:00:00')]"
139,28814.27,2025-09-10,True,1224.53,"[('02:00:00', '12:00:00')]"
140,2102.73,2024-08-15,False,499.93,"[('07:00:00', '17:00:00'), ('21:00:00', '22:00:00')]"
141,11310.86,2020-05-29,True,183.46,"[('14:00:00', '22:00:00'), ('12:00:00', '14:00:00')]"
142,47895.96,2022-01-08,True,2814.08,"[('06:00:00', '15:00:00')]"
143,13696.97,2022-08-10,True,4843.18,"[('18:00:00', '19:00:00'), ('08:00:00', '10:00:00')]"
144,23916.93,2021-05-27,False,414.24,"[('19:00:00', '21:00:00'), ('10:00:00', '11:00:00')]"
145,49251.37,2024-01-04,True,3615.19,"[('06:00:00', '09:00:00')]"
146,41098.92,2021-08-02,True,3840.09,"[('04:00:00', '14:00:00'), ('14:00:00', '23:00:00')]"
147,18551.28,2016-09-13,False,1279.13,"[('13:00:00', '14:00:00'), ('22:00:00', '23:00:00'), ('01:00:00', '13:00:00')]"
148,28726.27,2024-11-12,False,3481.04,"[('13:00:00', '20:00:00'), ('21:00:00', '22:00:00')]"
149,24395.08,2025-03-31,True,3556.01,"[('11:00:00', '18:00:00'), ('21:00:00', '23:00:00'), ('01:00:00', '10:00:00')]"
150,21021.04,2019-08-13,True,2073.51,"[('04:00:00', '15:00:00')]"
151,30285.16,2018-01-12,True,2764.12,"[('11:00:00', '19:00:00')]"
152,47041.4,2023-05-15,True,4009.43,"[('20:00:00', '22:00:00'), ('17:00:00', '20:00:00'), ('04:00:00', '16:00:00')]"
153,46852.36,2016-12-25,False,3510.59,"[('02:00:00', '07:00:00')]"
154,21446.96,2020-01-03,True,3007.14,"[('04:00:00', '14:00:00')]"
155,1992.1,2019-03-03,False,2574.61,"[('04:00:00', '07:00:00')]"
156,36519.37,2018-08-08,True,752.49,"[('00:00:00', '05:00:00')]"
157,5835.8,2016-09-01,True,3361.48,"[('19:00:00', '20:00:00')]"
158,48756.75,2021-12-23,True,2983.13,"[('02:00:00', '07:00:00')]"
159,47746.58,2023-09-04,True,3205.19,"[('00:00:00', '09:00:00')]"
160,6690.71,2026-02-23,False,4871.01,"[('14:00:00', '15:00:00')]"
161,22002.19,2021-07-19,False,3786.25,"[('07:00:00', '12:00:00')]"
162,30982.98,2020-05-07,False,63.64,"[('11:00:00', '19:00:00'), ('20:00:00', '21:00:00'), ('06:00:00', '11:00:00')]"
163,43272.04,2020-02-24,False,4147.53,"[('12:00:00', '22:00:00')]"
164,41460.67,2024-10-27,False,2835.27,"[('12:00:00', '21:00:00'), ('06:00:00', '11:00:00'), ('01:00:00', '05:00:00')]"
165,10384.39,2024-08-15,True,1421.75,"[('11:00:00', '21:00:00'), ('22:00:00', '23:00:00')]"
166,13956.9,2024-01-24,True,1185.44,"[('12:00:00', '16:00:00')]"
167,5343.77,2017-05-31,True,3119.67,"[('06:00:00', '17:00:00'), ('21:00:00', '22:00:00')]"
168,28927.31,2019-02-03,False,389.99,"[('12:00:00', '19:00:00')]"
169,33974.72,2022-03-17,True,4845.67,"[('15:00:00', '22:00:00'), ('12:00:00', '15:00:00'), ('02:00:00', '03:00:00')]"
170,18111.51,2018-07-12,False,4939.67,"[('16:00:00', '20:00:00')]"
171,1052.09,2016-08-08,True,1800.84,"[('11:00:00', '19:00:00'), ('22:00:00', '23:00:00')]"
172,27275.26,2020-02-05,True,3711.86,"[('10:00:00', '22:00:00'), ('02:00:00', '04:00:00')]"
173,46793.41,2024-12-07,True,4158.44,"[('09:00:00', '16:00:00')]"
174,43650.33,2016-09-18,False,2651.07,"[('04:00:00', '17:00:00'), ('21:00:00', '22:00:00'), ('17:00:00', '21:00:00')]"
175,33496.36,2021-05-28,False,3406.4,"[('16:00:00', '20:00:00'), ('04:00:00', '12:00:00'), ('21:00:00', '22:00:00')]"
176,30671.21,2017-08-02,True,3868.0,"[('04:00:00', '14:00:00')]"
177,3123.74,2019-11-26,True,2239.87,"[('12:00:00', '14:00:00')]"
178,25483.73,2017-02-13,True,2823.16,"[('00:00:00', '04:00:00')]"
179,21399.27,2018-12-18,True,4486.26,"[('07:00:00', '22:00:00'), ('04:00:00', '06:00:00'), ('22:00:00', '23:00:00')]"
180,12633.75,2022-01-22,True,1731.57,"[('19:00:00', '21:00:00')]"
181,49376.06,2023-01-18,False,1372.97,"[('19:00:00', '23:00:00'), ('11:00:00', '18:00:00')]"
182,23835.12,2021-10-17,False,359.07,"[('19:00:00', '21:00:00')]"
183,45210.38,2025-12-02,True,2105.66,"[('08:00:00', '16:00:00'), ('19:00:00', '22:00:00')]"
184,48383.28,2017-11-06,False,1103.21,"[('03:00:00', '16:00:00'), ('21:00:00', '23:00:00'), ('20:00:00', '21:00:00')]"
185,6282.25,2021-08-22,False,1309.65,"[('06:00:00', '12:00:00')]"
186,20630.76,2022-08-13,False,1851.29,"[('15:00:00', '21:00:00')]"
187,22272.07,2018-06-28,False,3393.36,"[('19:00:00', '23:00:00'), ('00:00:00', '07:00:00'), ('18:00:00', '19:00:00')]"
188,12894.82,2024-12-06,True,2170.64,"[('11:00:00', '19:00:00'), ('22:00:00', '23:00:00')]"
189,36963.3,2023-09-11,False,3253.94,"[('07:00:00', '22:00:00')]"
190,22924.58,2021-07-01,False,510.85,"[('14:00:00', '21:00:00'), ('22:00:00', '23:00:00')]"
191,13655.43,2017-07-19,False,4645.83,"[('03:00:00', '23:00:00')]"
192,40446.05,2022-12-22,False,4344.56,"[('04:00:00', '08:00:00'), ('12:00:00', '23:00:00'), ('01:00:00', '04:00:00')]"
193,4234.69,2018-06-04,False,2471.23,"[('01:00:00', '23:00:00')]"
194,49990.28,2017-10-13,True,1702.31,"[('13:00:00', '17:00:00')]"
195,19056.72,2017-02-01,True,1888.26,"[('01:00:00', '16:00:00')]"
196,45704.41,2024-08-21,False,1417.83,"[('17:00:00', '18:00:00')]"
197,30452.33,2018-10-05,True,850.82,"[('10:00:00', '23:00:00'), ('01:00:00', '09:00:00')]"
198,18603.71,2023-08-23,True,2742.07,"[('13:00:00', '16:00:00'), ('21:00:00', '22:00:00')]"
199,49139.99,2016-05-21,True,2407.42,"[('07:00:00', '16:00:00'), ('20:00:00', '21:00:00'), ('02:00:00', '07:00:00')]"
200,16440.38,2025-01-11,True,4937.66,"[('17:00:00', '18:00:00'), ('11:00:00', '13:00:00'), ('18:00:00', '22:00:00')]"
201,15473.43,2018-01-23,True,4915.99,"[('13:00:00', '14:00:00'), ('06:00:00', '09:00:00'), ('21:00:00', '22:00:00')]"
202,37275.04,2024-01-27,False,1594.46,"[('02:00:00', '19:00:00'), ('20:00:00', '22:00:00'), ('22:00:00', '23:00:00')]"
203,9662.68,2021-11-09,True,4075.92,"[('13:00:00', '18:00:00'), ('18:00:00', '20:00:00')]"
204,42324.17,2016-11-22,True,4348.84,"[('20:00:00', '22:00:00'), ('22:00:00', '23:00:00')]"
205,41101.56,2023-12-10,True,1702.64,"[('17:00:00', '20:00:00'), ('04:00:00', '09:00:00'), ('16:00:00', '17:00:00')]"
206,44473.67,2024-07-03,True,1125.56,"[('10:00:00', '21:00:00')]"
207,44940.28,2023-03-28,True,4686.89,"[('20:00:00', '22:00:00'), ('01:00:00', '13:00:00')]"
208,4864.54,2016-07-25,False,3071.34,"[('16:00:00', '17:00:00')]"
209,22682.4,2020-06-05,False,721.44,"[('13:00:00', '16:00:00'), ('06:00:00', '07:00:00'), ('22:00:00', '23:00:00')]"
210,9788.7,2018-12-08,True,4726.92,"[('12:00:00', '22:00:00')]"
211,15084.68,2018-08-22,False,743.58,"[('20:00:00', '21:00:00'), ('10:00:00', '11:00:00'), ('07:00:00', '10:00:00')]"
212,43891.73,2019-11-01,True,1058.09,"[('05:00:00', '11:00:00'), ('18:00:00', '22:00:00'), ('15:00:00', '18:00:00')]"
213,35852.1,2021-07-22,True,4339.24,"[('12:00:00', '14:00:00')]"
214,25401.06,2017-12-17,True,736.24,"[('02:00:00', '19:00:00')]"
215,44802.95,2022-03-30,True,1483.67,"[('04:00:00', '19:00:00'), ('21:00:00', '23:00:00')]"
216,24464.47,2022-08-07,False,4629.21,"[('21:00:00', '22:00:00'), ('10:00:00', '12:00:00'), ('14:00:00', '21:00:00')]"
217,48827.21,2025-08-31,False,2426.77,"[('03:00:00', '07:00:00'), ('11:00:00', '22:00:00'), ('09:00:00', '10:00:00')]"
218,45015.25,2021-05-30,False,4414.99,"[('06:00:00', '16:00:00'), ('04:00:00', '06:00:00')]"
219,35341.99,2024-06-27,False,1320.26,"[('15:00:00', '18:00:00')]"
220,20399.33,2019-11-06,False,4916.08,"[('05:00:00', '10:00:00'), ('14:00:00', '21:00:00'), ('01:00:00', '04:00:00')]"
221,47760.23,2024-10-23,False,2617.12,"[('21:00:00', '23:00:00')]"
222,5509.99,2025-12-01,True,524.23,"[('06:00:00', '12:00:00')]"
223,7647.54,2023-09-30,False,4660.78,"[('16:00:00', '20:00:00')]"
224,8158.41,2025-12-21,True,666.74,"[('12:00:00', '20:00:00')]"
225,35696.63,2022-09-19,True,4029.17,"[('20:00:00', '23:00:00'), ('08:00:00', '09:00:00'), ('13:00:00', '15:00:00')]"
226,14287.82,2024-10-20,False,4425.41,"[('15:00:00', '19:00:00'), ('01:00:00', '11:00:00'), ('21:00:00', '23:00:00')]"
227,10028.24,2024-02-19,False,1422.13,"[('17:00:00', '20:00:00')]"
228,28480.45,2025-04-17,False,4810.82,"[('00:00:00', '21:00:00'), ('21:00:00', '23:00:00')]"
229,3948.47,2021-05-05,True,3700.66,"[('22:00:00', '23:00:00'), ('20:00:00', '21:00:00')]"
230,6210.25,2025-11-06,False,1589.82,"[('14:00:00', '20:00:00'), ('11:00:00', '13:00:00')]"
231,3675.87,2021-08-22,True,2048.05,"[('01:00:00', '14:00:00')]"
232,33104.3,2019-06-20,False,437.33,"[('11:00:00', '19:00:00'), ('01:00:00', '09:00:00')]"
233,15655.02,2024-06-06,False,842.02,"[('08:00:00', '21:00:00')]"
234,3137.52,2016-08-22,False,812.1,"[('16:00:00', '17:00:00'), ('20:00:00', '23:00:00'), ('06:00:00', '12:00:00')]"
235,46776.14,2018-06-15,True,914.75,"[('17:00:00', '18:00:00')]"
236,22582.18,2024-10-20,True,1536.67,"[('17:00:00', '19:00:00')]"
237,49872.99,2019-06-03,False,199.45,"[('16:00:00', '22:00:00'), ('08:00:00', '13:00:00')]"
238,3002.16,2024-10-30,True,4382.15,"[('10:00:00', '12:00:00'), ('20:00:00', '23:00:00')]"
239,11692.19,2020-12-17,False,2489.19,"[('12:00:00', '16:00:00'), ('00:00:00', '10:00:00'), ('21:00:00', '23:00:00')]"
240,43260.31,2024-04-07,False,3620.13,"[('01:00:00', '19:00:00'), ('20:00:00', '21:00:00')]"
241,34361.47,2024-04-21,False,3771.92,"[('05:00:00', '08:00:00'), ('19:00:00', '20:00:00')]"
242,24728.47,2023-04-20,True,2960.98,"[('20:00:00', '23:00:00')]"
243,2595.08,2017-05-12,False,4554.95,"[('05:00:00', '15:00:00')]"
244,11638.65,2021-09-22,False,1448.41,"[('06:00:00', '22:00:00'), ('22:00:00', '23:00:00'), ('01:00:00', '02:00:00')]"
245,45800.53,2020-01-29,True,2605.59,"[('16:00:00', '23:00:00'), ('07:00:00', '09:00:00'), ('09:00:00', '13:00:00')]"
246,1901.59,2026-03-05,False,2102.76,"[('21:00:00', '22:00:00'), ('01:00:00', '16:00:00')]"
247,47062.99,2025-03-26,True,2814.53,"[('02:00:00', '23:00:00'), ('00:00:00', '02:00:00')]"
248,24156.56,2020-04-18,True,1535.31,"[('00:00:00', '11:00:00')]"
249,23110.07,2019-12-05,False,366.13,"[('05:00:00', '08:00:00'), ('12:00:00', '19:00:00')]"
250,14708.76,2020-04-22,False,1439.03,"[('12:00:00', '17:00:00'), ('19:00:00', '21:00:00'), ('22:00:00', '23:00:00')]"
251,41749.57,2022-03-14,False,4594.64,"[('19:00:00', '23:00:00')]"
252,49998.12,2022-05-02,True,2206.86,"[('01:00:00', '15:00:00'), ('17:00:00', '22:00:00'), ('00:00:00', '01:00:00')]"
253,15458.06,2020-10-25,False,416.62,"[('11:00:00', '16:00:00'), ('18:00:00', '23:00:00')]"
254,31214.14,2019-03-02,False,886.74,"[('21:00:00', '22:00:00'), ('18:00:00', '19:00:00')]"
255,37670.68,2022-06-20,False,2651.84,"[('15:00:00', '21:00:00')]"
256,32568.4,2021-03-27,True,274.96,"[('05:00:00', '18:00:00')]"
257,33316.12,2018-04-26,True,4225.14,"[('11:00:00', '20:00:00'), ('04:00:00', '05:00:00'), ('06:00:00', '10:00:00')]"
258,48240.15,2021-02-09,False,4787.55,"[('00:00:00', '02:00:00'), ('22:00:00', '23:00:00')]"
259,27514.44,2017-05-09,True,1677.25,"[('21:00:00', '22:00:00')]"
260,19088.21,2019-08-18,True,4721.03,"[('21:00:00', '23:00:00')]"
