:START_ID,:END_ID,fecha,tipo_transferencia,moneda
47,324,2025-05-06 23:07:55,externa,USD
48,532,2025-04-19 16:59:54,interna,GTQ
49,849,2024-06-22 11:16:50,externa,GTQ
50,750,2024-08-10 15:34:47,interna,GTQ
51,801,2024-11-11 04:18:06,interna,GTQ
52,523,2025-10-27 10:27:16,interna,GTQ
53,713,2025-11-15 17:17:39,externa,GTQ
54,733,2026-03-28 16:15:23,interna,GTQ
55,112,2025-08-21 04:51:28,interna,GTQ
56,1229,2026-02-13 19:43:47,interna,GTQ
57,497,2024-09-04 04:20:45,interna,GTQ
58,1171,2026-03-02 19:14:27,externa,EUR
59,1132,2025-06-01 15:25:36,externa,GTQ
60,632,2026-04-29 11:36:09,interna,GTQ
61,317,2025-02-04 18:42:12,externa,EUR
62,1353,2025-02-05 21:24:24,externa,USD
63,550,2025-05-11 15:24:37,externa,USD
64,577,2025-12-17 19:43:56,interna,GTQ
65,1076,2024-10-23 22:47:44,interna,GTQ
66,47,2026-01-17 18:05:28,interna,GTQ
67,964,2024-10-31 14:15:10,interna,GTQ
68,1143,2024-07-05 06:17:04,interna,GTQ
69,381,2024-07-28 23:25:22,interna,GTQ
70,344,2025-02-03 15:20:11,interna,GTQ
71,394,2025-05-13 17:07:28,interna,GTQ
72,804,2025-01-01 20:36:14,interna,GTQ
73,342,2026-04-16 02:42:03,interna,GTQ
74,875,2026-02-21 13:14:30,externa,GTQ
75,580,2025-01-02 17:19:23,interna,GTQ
76,603,2025-05-11 03:25:27,externa,EUR
77,900,2025-01-09 06:22:45,interna,GTQ
78,1131,2025-03-16 11:24:26,interna,GTQ
79,16,2025-08-12 08:09:52,interna,GTQ
80,1364,2024-06-06 01:01:15,externa,EUR
81,348,2024-11-30 10:32:04,interna,GTQ
82,1293,2026-03-30 01:39:40,interna,GTQ
83,329,2024-09-23 23:37:01,interna,GTQ
84,243,2024-12-06 17:29:05,interna,GTQ
85,254,2024-11-04 04:46:10,interna,GTQ
86,884,2025-06-08 00:43:09,externa,USD
87,153,2025-09-29 02:26:35,interna,GTQ
88,674,2024-11-27 20:34:03,interna,GTQ
89,1350,2025-07-20 18:33:40,interna,GTQ
90,372,2025-05-30 14:01:21,interna,GTQ
91,323,2026-04-14 10:38:58,interna,GTQ
92,715,2026-03-24 16:45:42,interna,GTQ
93,896,2024-07-25 10:32:39,externa,USD
94,907,2024-11-01 15:29:13,interna,GTQ
95,463,2025-01-06 02:54:00,interna,GTQ
96,631,2026-01-31 10:44:28,interna,GTQ
97,976,2025-08-21 03:15:22,interna,GTQ
98,1369,2025-02-15 06:31:33,interna,GTQ
99,259,2026-03-31 05:53:45,interna,GTQ
100,1360,2026-01-08 07:55:54,interna,GTQ
101,997,2025-05-12 00:49:35,interna,GTQ
102,918,2025-05-27 23:55:19,externa,USD
103,566,2024-05-04 10:44:52,interna,GTQ
104,924,2025-12-21 19:04:07,interna,GTQ
105,1080,2026-03-27 16:22:48,externa,EUR
106,750,2025-07-22 10:36:39,interna,GTQ
107,847,2026-03-04 17:35:25,interna,GTQ
108,398,2025-04-04 10:19:59,interna,GTQ
109,1068,2024-08-28 10:38:36,interna,GTQ
110,96,2025-01-29 02:20:30,interna,GTQ
111,860,2025-11-29 16:17:21,externa,GTQ
112,1009,2024-11-06 02:15:51,interna,GTQ
113,1025,2025-03-22 04:04:32,interna,GTQ
114,359,2026-01-30 12:53:30,externa,USD
115,224,2025-09-16 11:07:56,interna,GTQ
116,48,2025-01-29 05:11:50,interna,GTQ
117,86,2025-04-26 18:48:44,interna,GTQ
118,1316,2025-05-04 17:46:17,interna,GTQ
119,207,2026-04-07 20:08:26,externa,EUR
120,1201,2024-07-18 20:18:56,interna,GTQ
121,750,2024-09-24 06:44:33,interna,GTQ
122,1059,2024-10-29 18:31:07,interna,GTQ
123,481,2025-04-08 00:16:55,interna,GTQ
124,709,2026-02-14 09:58:58,externa,EUR
125,1378,2024-12-01 12:27:39,interna,GTQ
126,972,2025-11-28 11:56:00,interna,GTQ
127,896,2026-01-24 01:08:07,externa,EUR
128,1376,2024-10-10 05:54:40,interna,GTQ
129,1149,2025-05-08 10:11:05,interna,GTQ
130,1196,2025-05-24 14:31:56,interna,GTQ
131,234,2026-03-22 01:52:17,interna,GTQ
132,1226,2026-03-05 18:36:03,interna,GTQ
133,332,2025-02-18 15:43:37,interna,GTQ
134,1038,2026-03-28 04:36:10,interna,GTQ
135,671,2024-09-13 16:16:28,interna,GTQ
136,1236,2025-12-26 18:23:57,interna,GTQ
137,472,2024-07-17 10:48:03,interna,GTQ
138,415,2025-04-01 04:56:49,interna,GTQ
139,1313,2025-07-06 08:25:06,interna,GTQ
140,206,2025-03-28 02:28:22,interna,GTQ
141,95,2025-03-09 14:24:34,interna,GTQ
142,1135,2025-07-23 07:12:30,interna,GTQ
143,306,2024-12-14 16:56:32,interna,GTQ
144,619,2024-08-19 21:13:54,externa,USD
145,1366,2024-10-30 00:31:28,externa,EUR
146,527,2025-09-03 19:11:08,interna,GTQ
147,977,2025-10-28 03:39:50,interna,GTQ
148,1253,2026-04-14 19:52:25,externa,USD
149,805,2025-08-17 07:31:58,interna,GTQ
150,562,2026-02-25 17:21:30,interna,GTQ
151,54,2024-11-16 15:06:21,interna,GTQ
152,1166,2025-10-16 22:45:01,interna,GTQ
153,1160,2025-05-08 21:06:10,interna,GTQ
154,225,2026-04-06 06:05:44,interna,GTQ
155,746,2025-12-08 20:32:27,interna,GTQ
156,346,2026-01-27 00:56:32,interna,GTQ
157,388,2025-09-26 07:52:44,externa,EUR
158,885,2025-01-01 00:47:47,interna,GTQ
159,1039,2026-01-03 23:43:19,interna,GTQ
160,342,2024-12-25 21:51:27,interna,GTQ
161,172,2024-11-26 21:27:36,interna,GTQ
162,195,2026-01-12 22:15:28,interna,GTQ
163,998,2024-05-27 23:26:13,interna,GTQ
164,1188,2024-06-22 20:25:52,interna,GTQ
165,639,2025-03-17 06:51:45,interna,GTQ
166,962,2026-01-06 10:41:58,interna,GTQ
167,817,2024-08-17 22:20:59,interna,GTQ
168,603,2025-02-05 18:05:19,externa,EUR
169,1238,2026-02-25 09:12:06,externa,GTQ
170,825,2024-06-29 07:11:50,externa,EUR
171,38,2024-11-21 17:53:29,interna,GTQ
172,446,2025-08-23 04:40:12,externa,USD
173,1227,2024-12-03 13:42:08,externa,USD
174,694,2025-04-12 12:25:00,interna,GTQ
175,1058,2024-07-12 08:22:26,interna,GTQ
176,193,2026-03-02 07:28:09,interna,GTQ
177,79,2024-06-25 19:23:08,interna,GTQ
178,1084,2026-03-02 04:44:26,interna,GTQ
179,901,2026-02-08 10:32:29,interna,GTQ
180,1261,2025-08-11 08:02:32,externa,GTQ
181,795,2024-12-03 09:10:13,interna,GTQ
182,938,2026-04-04 06:57:14,interna,GTQ
183,5,2026-02-08 02:16:55,externa,USD
184,391,2025-04-08 03:38:27,externa,USD
185,1240,2024-10-24 18:09:51,interna,GTQ
186,405,2024-09-04 12:49:32,externa,USD
187,1245,2024-12-19 08:38:04,interna,GTQ
188,690,2025-02-15 00:29:57,interna,GTQ
189,866,2025-07-01 18:08:29,interna,GTQ
190,524,2025-09-14 18:36:02,interna,GTQ
191,1374,2025-04-12 07:30:27,interna,GTQ
192,1350,2025-03-17 19:32:38,interna,GTQ
193,1376,2025-07-03 03:40:38,interna,GTQ
194,547,2024-10-11 01:34:00,interna,GTQ
195,383,2025-12-16 03:28:38,interna,GTQ
196,1354,2025-10-26 07:50:45,externa,GTQ
197,443,2025-01-11 07:33:29,interna,GTQ
198,1276,2025-11-03 21:30:09,interna,GTQ
199,329,2025-02-13 15:53:14,externa,EUR
200,800,2024-09-28 13:42:50,externa,GTQ
201,634,2025-05-17 10:56:36,interna,GTQ
202,609,2026-02-25 07:58:30,interna,GTQ
203,36,2025-08-11 06:17:09,interna,GTQ
204,988,2025-07-19 00:24:33,interna,GTQ
205,117,2026-03-05 09:01:21,interna,GTQ
206,100,2026-03-25 07:33:06,interna,GTQ
207,583,2025-06-18 01:17:49,interna,GTQ
208,1122,2026-02-06 00:59:18,externa,USD
209,873,2026-02-19 06:13:48,interna,GTQ
210,432,2025-03-14 10:55:08,interna,GTQ
211,429,2025-10-15 13:44:30,interna,GTQ
212,484,2025-09-05 18:06:24,interna,GTQ
213,448,2026-01-19 04:10:00,externa,GTQ
214,969,2025-03-05 01:25:23,interna,GTQ
215,1076,2025-12-30 04:40:21,externa,USD
216,1110,2024-10-11 17:22:44,interna,GTQ
217,852,2025-11-23 06:10:14,externa,GTQ
218,934,2025-03-12 15:42:02,interna,GTQ
219,1175,2024-11-21 07:17:26,interna,GTQ
220,1091,2024-11-30 03:33:34,interna,GTQ
221,774,2025-01-17 06:24:24,interna,GTQ
222,1174,2025-03-08 13:08:52,interna,GTQ
223,512,2025-04-30 21:38:21,interna,GTQ
224,1357,2025-03-13 12:41:11,interna,GTQ
225,507,2025-06-21 20:23:47,interna,GTQ
226,928,2026-02-21 19:10:47,interna,GTQ
227,325,2026-04-22 09:21:32,interna,GTQ
228,489,2026-03-23 20:51:16,interna,GTQ
229,373,2025-07-05 20:08:12,externa,EUR
230,1283,2025-08-05 22:49:31,externa,GTQ
231,618,2024-11-03 03:01:12,interna,GTQ
232,600,2025-07-06 13:35:48,interna,GTQ
233,913,2026-04-28 20:09:12,externa,USD
234,716,2025-12-10 11:51:10,interna,GTQ
235,691,2026-04-02 08:49:05,externa,GTQ
236,1155,2026-02-17 13:49:20,interna,GTQ
237,1012,2026-03-04 21:35:34,externa,USD
238,46,2024-07-03 23:10:46,interna,GTQ
239,1009,2024-07-15 22:03:50,interna,GTQ
240,704,2026-04-02 16:49:13,interna,GTQ
241,1306,2026-04-09 23:39:27,interna,GTQ
242,117,2026-04-25 10:29:49,externa,EUR
243,1335,2025-09-22 15:48:34,interna,GTQ
244,305,2026-02-16 18:31:21,interna,GTQ
245,588,2025-05-29 16:20:00,interna,GTQ
246,568,2025-08-14 07:11:34,externa,USD
247,140,2024-05-22 18:38:35,interna,GTQ
248,1195,2024-12-05 08:09:30,interna,GTQ
249,804,2024-05-29 16:16:05,interna,GTQ
250,746,2025-02-18 19:20:48,interna,GTQ
251,715,2024-06-25 06:26:07,interna,GTQ
252,1325,2026-04-13 14:20:33,externa,EUR
253,911,2026-03-23 12:28:39,interna,GTQ
254,175,2024-06-22 17:23:19,interna,GTQ
255,83,2024-10-12 21:40:47,interna,GTQ
256,903,2025-04-18 10:18:15,interna,GTQ
257,1003,2025-12-21 19:27:17,interna,GTQ
258,67,2025-03-17 05:28:38,interna,GTQ
259,217,2024-09-18 13:05:01,interna,GTQ
260,948,2024-11-17 00:05:53,interna,GTQ
261,1371,2024-07-17 12:01:00,interna,GTQ
262,275,2024-09-13 01:04:35,interna,GTQ
263,535,2025-07-17 12:53:00,interna,GTQ
264,416,2024-05-29 05:09:15,interna,GTQ
265,352,2025-12-31 11:12:47,externa,EUR
266,315,2025-01-20 13:37:14,interna,GTQ
267,1157,2025-02-22 22:24:31,externa,GTQ
268,303,2026-01-31 14:07:35,interna,GTQ
269,824,2024-07-19 10:19:49,interna,GTQ
270,427,2025-07-23 07:27:59,interna,GTQ
271,51,2025-05-08 23:18:07,interna,GTQ
272,207,2025-12-02 10:08:09,externa,GTQ
273,1047,2024-06-30 11:18:21,interna,GTQ
274,540,2025-04-22 16:31:28,interna,GTQ
275,1283,2024-06-18 23:33:58,interna,GTQ
276,959,2025-10-01 23:21:08,externa,EUR
277,124,2025-02-12 11:41:49,externa,USD
278,817,2026-01-14 09:58:49,interna,GTQ
279,208,2024-10-23 10:16:03,interna,GTQ
280,1194,2025-07-21 05:56:05,interna,GTQ
281,311,2026-01-22 02:12:53,interna,GTQ
282,370,2024-06-15 17:33:22,interna,GTQ
283,645,2024-06-19 10:30:57,interna,GTQ
284,143,2026-01-03 07:01:20,interna,GTQ
285,310,2025-03-24 20:16:07,interna,GTQ
286,832,2024-05-04 09:51:02,interna,GTQ
287,750,2024-05-13 18:35:59,externa,USD
288,1072,2026-02-14 08:11:24,externa,EUR
289,1271,2025-02-21 09:47:30,interna,GTQ
290,815,2024-05-09 21:03:40,interna,GTQ
291,532,2024-07-14 23:11:01,interna,GTQ
292,32,2025-01-17 05:39:53,externa,USD
293,600,2025-09-25 20:21:49,interna,GTQ
294,527,2024-07-10 00:27:26,interna,GTQ
295,1341,2024-11-18 03:05:47,interna,GTQ
296,951,2024-06-06 00:20:26,interna,GTQ
297,699,2025-05-18 05:06:53,interna,GTQ
298,168,2025-07-07 23:48:03,interna,GTQ
299,869,2024-10-31 23:25:01,interna,GTQ
300,517,2025-08-17 02:32:42,externa,EUR
301,252,2025-03-18 13:01:10,interna,GTQ
302,1370,2024-09-21 05:15:46,interna,GTQ
303,379,2024-08-24 19:40:22,interna,GTQ
304,48,2025-07-06 22:42:23,interna,GTQ
305,345,2026-02-03 16:09:14,interna,GTQ
306,395,2025-05-12 07:19:54,externa,USD
307,223,2024-07-30 00:36:23,interna,GTQ
308,795,2025-10-26 16:36:51,interna,GTQ
309,1141,2024-10-04 23:01:12,interna,GTQ
310,1025,2024-12-23 09:54:06,interna,GTQ
311,1173,2025-11-15 12:05:06,interna,GTQ
312,957,2024-11-12 17:56:24,interna,GTQ
313,674,2025-12-28 11:48:47,interna,GTQ
314,1230,2026-01-02 21:09:42,externa,GTQ
315,1377,2025-05-30 22:06:47,interna,GTQ
316,3,2024-05-22 03:06:55,interna,GTQ
317,155,2024-11-28 20:01:23,interna,GTQ
318,538,2025-12-30 10:20:57,interna,GTQ
319,880,2025-01-26 23:29:46,externa,GTQ
320,409,2025-12-11 21:21:30,interna,GTQ
321,844,2025-09-22 14:12:12,interna,GTQ
322,838,2025-07-24 08:00:02,interna,GTQ
323,985,2026-04-25 19:27:24,interna,GTQ
324,1341,2024-11-12 00:32:58,externa,USD
325,1035,2024-09-01 05:15:31,interna,GTQ
326,71,2025-01-07 01:25:39,interna,GTQ
327,1316,2025-05-10 08:43:23,interna,GTQ
328,2,2024-06-08 23:55:36,interna,GTQ
329,728,2025-07-11 17:55:57,interna,GTQ
330,848,2024-05-15 19:33:14,interna,GTQ
331,60,2026-03-16 23:43:20,interna,GTQ
332,680,2025-09-09 03:32:31,interna,GTQ
333,290,2025-08-25 12:31:22,interna,GTQ
334,970,2024-05-08 02:33:10,interna,GTQ
335,95,2025-05-09 18:22:15,interna,GTQ
336,1051,2025-11-23 18:56:20,interna,GTQ
337,1279,2025-02-24 04:14:58,interna,GTQ
338,302,2026-04-03 10:34:24,interna,GTQ
339,197,2026-03-23 15:27:48,interna,GTQ
340,1044,2024-06-01 02:10:12,externa,GTQ
341,1014,2026-02-18 06:11:27,externa,EUR
342,520,2024-06-08 04:16:43,interna,GTQ
343,813,2024-10-03 11:28:16,interna,GTQ
344,270,2026-03-05 08:15:06,interna,GTQ
345,365,2025-07-20 08:59:28,interna,GTQ
346,960,2024-07-06 22:41:29,interna,GTQ
347,598,2024-07-18 04:09:58,externa,EUR
348,211,2026-04-12 16:26:39,externa,GTQ
349,813,2026-02-28 23:35:04,interna,GTQ
350,857,2024-05-05 00:25:33,interna,GTQ
351,629,2025-07-10 06:43:38,interna,GTQ
352,986,2025-06-09 15:49:40,externa,EUR
353,1276,2026-04-18 17:41:54,interna,GTQ
354,1276,2025-11-25 15:35:11,externa,USD
355,899,2025-07-14 16:28:03,interna,GTQ
356,778,2025-03-15 02:26:20,interna,GTQ
357,861,2025-03-01 06:45:27,interna,GTQ
358,522,2024-10-04 10:01:51,externa,GTQ
359,151,2025-03-13 11:51:58,interna,GTQ
360,680,2024-08-25 03:04:17,interna,GTQ
361,303,2025-06-07 18:15:11,interna,GTQ
362,86,2025-04-15 06:56:33,interna,GTQ
363,652,2025-08-26 09:53:45,interna,GTQ
364,875,2026-01-30 12:06:07,interna,GTQ
365,492,2024-06-04 15:43:22,interna,GTQ
366,905,2025-10-04 01:29:04,interna,GTQ
367,250,2026-04-17 13:46:48,interna,GTQ
368,707,2025-04-17 19:38:00,interna,GTQ
369,494,2024-10-18 08:49:56,interna,GTQ
370,788,2026-02-24 14:03:38,interna,GTQ
371,597,2025-04-21 21:57:26,interna,GTQ
372,952,2025-01-12 21:24:26,interna,GTQ
373,1008,2025-10-26 04:44:38,interna,GTQ
374,921,2025-03-25 00:26:41,interna,GTQ
375,997,2024-07-13 13:59:19,externa,USD
376,410,2024-08-25 19:23:38,interna,GTQ
377,1294,2025-12-14 23:30:35,interna,GTQ
378,451,2026-02-27 02:46:45,externa,GTQ
379,179,2025-09-06 00:58:15,externa,USD
380,538,2025-07-26 19:02:31,externa,GTQ
381,1001,2026-02-03 05:59:40,externa,EUR
382,173,2026-01-22 14:52:56,externa,GTQ
383,543,2024-07-12 06:08:30,externa,EUR
384,308,2026-03-01 17:01:40,interna,GTQ
385,370,2024-12-04 00:29:36,interna,GTQ
386,788,2025-09-20 00:51:29,externa,GTQ
387,1394,2026-01-31 12:36:35,interna,GTQ
388,751,2025-06-28 23:55:01,interna,GTQ
389,466,2024-08-22 23:34:40,interna,GTQ
390,634,2026-03-02 04:12:45,interna,GTQ
391,649,2025-10-16 08:09:28,interna,GTQ
392,282,2025-07-25 00:02:41,externa,USD
393,1094,2025-12-08 23:56:42,interna,GTQ
394,144,2024-09-21 10:17:27,externa,USD
395,594,2024-08-08 17:04:42,interna,GTQ
396,237,2024-11-30 14:03:08,interna,GTQ
397,38,2024-08-24 09:59:55,interna,GTQ
398,350,2025-02-22 04:54:09,interna,GTQ
399,800,2025-03-12 02:09:54,externa,GTQ
400,162,2025-12-11 18:15:47,interna,GTQ
401,1349,2025-09-05 13:58:37,interna,GTQ
402,789,2025-03-23 17:15:45,externa,GTQ
403,279,2025-11-30 09:58:14,interna,GTQ
404,900,2025-01-01 21:42:25,externa,EUR
405,44,2024-06-26 21:53:26,externa,GTQ
406,329,2024-05-23 01:40:36,interna,GTQ
407,76,2024-06-12 23:32:11,interna,GTQ
408,1034,2025-05-31 16:00:27,interna,GTQ
409,542,2024-06-14 13:32:28,interna,GTQ
410,467,2026-02-16 02:49:47,interna,GTQ
411,1383,2024-09-05 06:47:10,interna,GTQ
412,477,2024-11-07 01:33:48,interna,GTQ
413,96,2025-04-08 11:58:08,externa,USD
414,629,2026-03-14 09:17:44,externa,EUR
415,495,2026-02-17 14:07:59,interna,GTQ
416,547,2025-07-20 22:24:55,externa,USD
417,1178,2025-08-03 14:30:12,interna,GTQ
418,1266,2025-11-11 20:34:58,interna,GTQ
419,392,2025-07-17 18:46:59,interna,GTQ
420,1150,2024-08-04 09:49:04,interna,GTQ
421,48,2026-02-09 12:11:25,interna,GTQ
422,881,2025-05-02 17:48:05,externa,USD
423,1113,2026-01-26 19:06:28,externa,USD
424,53,2024-12-12 07:54:44,interna,GTQ
425,842,2025-09-08 11:10:39,interna,GTQ
426,48,2026-03-23 18:57:10,interna,GTQ
427,575,2024-09-14 08:18:58,interna,GTQ
428,166,2026-04-19 01:14:54,interna,GTQ
429,162,2026-02-22 01:04:35,interna,GTQ
430,1112,2024-09-02 08:18:29,externa,EUR
431,217,2025-10-29 23:24:50,interna,GTQ
432,1396,2024-12-10 07:14:12,interna,GTQ
433,24,2024-05-31 20:53:47,interna,GTQ
434,231,2026-01-09 03:46:30,externa,GTQ
435,1123,2026-02-10 03:52:29,externa,EUR
436,1123,2024-12-19 03:38:12,interna,GTQ
437,190,2025-05-03 10:24:24,interna,GTQ
438,68,2024-11-04 09:46:02,externa,USD
439,220,2024-09-17 13:44:29,interna,GTQ
440,440,2024-12-31 15:07:12,interna,GTQ
441,1215,2025-03-21 12:21:24,interna,GTQ
442,517,2024-12-16 02:49:54,interna,GTQ
443,426,2026-02-24 13:08:46,externa,EUR
444,558,2026-04-19 02:28:20,externa,GTQ
445,934,2026-04-17 22:55:37,interna,GTQ
446,771,2024-09-20 11:38:10,interna,GTQ
447,190,2024-12-06 13:57:23,interna,GTQ
448,990,2026-02-02 01:26:22,interna,GTQ
449,131,2026-04-27 17:09:13,externa,EUR
450,1156,2025-05-16 14:28:09,interna,GTQ
451,839,2025-02-16 11:57:07,interna,GTQ
452,1325,2025-01-28 02:20:25,interna,GTQ
453,1028,2024-07-25 02:47:31,interna,GTQ
454,886,2025-12-09 01:14:18,externa,EUR
455,610,2024-05-15 05:03:05,externa,USD
456,1102,2024-07-04 03:06:32,interna,GTQ
457,457,2025-06-16 17:48:28,externa,EUR
458,50,2024-11-03 16:03:53,interna,GTQ
459,138,2026-02-10 21:12:18,interna,GTQ
460,1159,2025-08-29 15:53:50,interna,GTQ
461,322,2024-05-12 07:34:14,interna,GTQ
462,1326,2024-05-09 12:25:49,interna,GTQ
463,1244,2025-09-19 15:06:26,interna,GTQ
464,1046,2025-02-10 03:53:24,interna,GTQ
465,478,2024-10-24 05:31:00,externa,GTQ
466,897,2026-03-13 10:32:10,externa,USD
467,678,2024-11-15 00:11:26,interna,GTQ
468,1309,2025-06-27 08:30:32,interna,GTQ
469,502,2025-03-23 23:04:41,externa,EUR
470,652,2024-08-01 21:36:44,interna,GTQ
471,955,2024-10-03 19:13:24,externa,USD
472,968,2025-10-22 21:22:17,interna,GTQ
473,1331,2025-08-31 00:31:52,interna,GTQ
474,348,2025-07-31 20:11:03,externa,EUR
475,491,2025-06-10 06:18:08,interna,GTQ
476,106,2025-04-11 14:16:25,externa,EUR
477,366,2026-03-28 04:42:38,interna,GTQ
478,886,2025-01-03 21:23:51,interna,GTQ
479,1163,2024-12-12 00:00:51,interna,GTQ
480,453,2025-10-27 13:59:43,interna,GTQ
481,922,2025-12-31 09:49:01,interna,GTQ
482,370,2025-12-20 22:29:00,externa,USD
483,180,2024-08-13 23:38:01,interna,GTQ
484,1227,2024-09-13 17:43:47,interna,GTQ
485,1183,2026-02-20 03:55:03,interna,GTQ
486,1235,2026-03-22 01:31:40,interna,GTQ
487,1393,2025-08-23 15:15:43,interna,GTQ
488,1178,2026-01-04 02:55:26,interna,GTQ
489,100,2025-07-26 10:24:57,interna,GTQ
490,1259,2024-07-12 12:54:38,interna,GTQ
491,869,2025-06-11 00:03:33,externa,GTQ
492,272,2025-03-21 23:19:44,interna,GTQ
493,380,2026-01-08 07:29:00,interna,GTQ
494,235,2026-02-04 11:02:39,interna,GTQ
495,1010,2025-05-26 07:17:08,interna,GTQ
496,728,2025-12-01 06:36:13,interna,GTQ
497,165,2025-02-15 07:38:44,interna,GTQ
498,1109,2024-12-21 22:28:36,interna,GTQ
499,906,2024-09-05 16:14:35,interna,GTQ
500,535,2025-07-21 09:19:11,externa,EUR
501,863,2024-11-21 14:31:14,interna,GTQ
502,249,2025-08-06 22:25:51,interna,GTQ
503,373,2024-08-03 11:34:57,externa,EUR
504,1103,2025-11-17 05:33:15,interna,GTQ
505,1331,2025-09-04 10:25:12,externa,USD
506,1027,2025-08-02 11:07:09,interna,GTQ
507,660,2025-08-16 22:06:32,interna,GTQ
508,213,2024-08-20 01:48:43,interna,GTQ
509,934,2025-07-24 17:30:00,externa,GTQ
510,233,2025-08-29 10:30:13,interna,GTQ
511,1353,2025-03-13 11:24:38,externa,GTQ
512,1336,2026-01-11 03:09:45,interna,GTQ
513,1062,2025-05-30 16:01:47,interna,GTQ
514,750,2025-09-22 13:18:32,externa,GTQ
515,940,2024-10-09 19:27:59,interna,GTQ
516,140,2025-03-19 10:17:56,interna,GTQ
517,686,2025-01-21 20:52:23,interna,GTQ
518,772,2025-10-21 19:28:51,interna,GTQ
519,532,2026-03-27 17:16:53,interna,GTQ
520,1099,2026-04-17 22:56:56,interna,GTQ
521,674,2025-01-30 01:28:32,interna,GTQ
522,986,2025-02-28 12:25:06,interna,GTQ
523,196,2025-07-11 06:09:24,externa,GTQ
524,97,2024-10-19 21:20:27,externa,USD
525,449,2024-09-29 01:59:34,interna,GTQ
526,203,2025-03-24 21:11:26,interna,GTQ
527,1146,2025-12-10 18:24:45,interna,GTQ
528,63,2024-07-05 11:45:29,interna,GTQ
529,1344,2024-09-24 05:22:42,interna,GTQ
530,163,2025-11-26 08:49:01,externa,EUR
531,441,2025-12-24 06:41:49,externa,GTQ
532,822,2024-11-02 19:59:03,interna,GTQ
533,410,2025-06-19 09:21:51,interna,GTQ
534,1341,2024-12-27 18:59:08,interna,GTQ
535,975,2026-01-19 22:30:18,interna,GTQ
536,103,2026-01-05 14:54:36,interna,GTQ
537,832,2026-03-13 15:20:32,interna,GTQ
538,705,2024-05-07 14:21:28,interna,GTQ
539,107,2026-01-13 00:13:42,interna,GTQ
540,794,2024-09-15 01:16:12,interna,GTQ
541,306,2026-04-27 04:33:47,externa,GTQ
542,565,2024-10-20 02:56:58,interna,GTQ
543,1238,2025-12-17 14:39:17,interna,GTQ
544,1315,2025-09-11 05:24:40,externa,GTQ
545,856,2024-10-21 05:04:38,interna,GTQ
546,764,2025-05-10 03:58:10,interna,GTQ
547,422,2024-11-30 08:28:40,externa,USD
548,102,2025-10-03 15:29:32,interna,GTQ
549,633,2024-10-03 04:11:03,externa,EUR
550,981,2025-06-01 12:22:52,externa,GTQ
551,743,2024-09-16 12:41:27,interna,GTQ
552,593,2024-07-20 20:06:32,interna,GTQ
553,1016,2025-01-30 18:13:51,interna,GTQ
554,1326,2025-02-27 11:25:07,externa,EUR
555,1294,2025-03-24 01:42:10,interna,GTQ
556,202,2025-08-15 17:01:35,interna,GTQ
