:START_ID,:END_ID,fecha_apertura,tipo_relacion,activa
200,200,2017-12-01,titular,True
201,201,2022-11-17,titular,True
202,202,2019-03-19,titular,True
203,203,2018-08-27,titular,True
204,204,2024-04-02,titular,True
205,205,2026-04-20,titular,True
206,206,2022-02-26,titular,True
207,207,2026-02-17,titular,True
208,208,2020-12-21,titular,True
209,209,2023-06-24,titular,True
210,210,2018-07-26,titular,True
211,211,2019-08-24,titular,True
212,212,2025-09-09,titular,True
213,213,2020-09-07,titular,True
214,214,2021-03-04,titular,True
215,215,2025-04-26,titular,True
216,216,2016-05-31,titular,True
217,217,2017-07-31,titular,True
218,218,2018-08-24,titular,True
219,219,2021-01-22,titular,True
220,220,2025-05-27,titular,True
221,221,2016-11-19,titular,True
222,222,2020-05-27,titular,True
223,223,2016-09-28,titular,True
224,224,2018-03-04,titular,True
225,225,2016-09-29,titular,True
226,226,2018-09-27,titular,True
227,227,2025-05-04,titular,True
228,228,2018-09-26,titular,True
229,229,2022-03-06,titular,True
230,230,2025-05-04,titular,True
231,231,2017-05-22,titular,True
232,232,2019-05-02,titular,True
233,233,2016-06-26,titular,True
234,234,2020-06-12,titular,True
235,235,2016-09-04,titular,False
236,236,2020-09-06,titular,True
237,237,2023-05-10,titular,True
238,238,2019-05-20,titular,True
239,239,2018-05-23,titular,True
240,240,2021-12-03,titular,True
241,241,2017-01-17,titular,True
242,242,2024-10-08,titular,True
243,243,2021-07-14,titular,True
244,244,2022-10-02,titular,True
245,245,2018-09-26,titular,True
246,246,2016-06-05,titular,False
247,247,2024-04-22,titular,True
248,248,2022-05-25,titular,True
249,249,2018-11-16,titular,True
250,250,2019-06-25,titular,False
251,251,2020-06-15,titular,True
252,252,2020-06-08,titular,True
253,253,2020-04-18,titular,True
254,254,2025-05-11,titular,True
255,255,2023-11-20,titular,True
256,256,2020-10-14,titular,True
257,257,2025-05-29,titular,True
258,258,2024-05-10,titular,True
259,259,2017-11-16,titular,True
260,260,2019-11-03,titular,True
261,261,2021-10-25,titular,True
262,262,2025-07-31,titular,True
263,263,2017-02-05,titular,True
264,264,2020-06-18,titular,True
265,265,2022-04-14,titular,True
266,266,2018-01-04,titular,True
267,267,2017-03-08,titular,True
268,268,2024-10-18,titular,True
269,269,2021-03-01,titular,True
270,270,2018-09-10,titular,True
271,271,2023-12-20,titular,True
272,272,2022-06-30,titular,True
273,273,2019-05-20,titular,True
274,274,2020-12-18,titular,True
275,275,2022-06-06,titular,False
276,276,2018-10-06,titular,True
277,277,2024-05-20,titular,True
278,278,2023-01-27,titular,True
279,279,2016-06-15,titular,True
280,280,2018-05-16,titular,True
281,281,2025-12-20,titular,True
282,282,2021-08-29,titular,True
283,283,2021-07-13,titular,True
284,284,2018-05-07,titular,True
285,285,2016-11-17,titular,True
286,286,2023-06-05,titular,True
287,287,2020-05-27,titular,False
288,288,2023-08-23,titular,True
289,289,2018-06-19,titular,True
290,290,2019-09-17,titular,True
291,291,2024-08-09,titular,True
292,292,2016-10-20,titular,True
293,293,2025-02-03,titular,True
294,294,2018-09-22,titular,True
295,295,2024-03-30,titular,False
296,296,2016-06-16,titular,True
297,297,2025-03-29,titular,True
298,298,2022-12-04,titular,False
299,299,2017-08-13,titular,True
300,300,2022-07-04,titular,True
301,301,2022-05-31,titular,True
302,302,2017-01-23,titular,True
303,303,2025-09-11,titular,True
304,304,2020-02-05,titular,True
305,305,2017-07-31,titular,True
306,306,2023-07-02,titular,True
307,307,2017-10-14,titular,True
308,308,2024-02-28,titular,True
309,309,2016-08-27,titular,True
310,310,2022-01-06,titular,True
311,311,2018-05-25,titular,True
312,312,2023-06-26,titular,True
313,313,2025-03-12,titular,True
314,314,2021-10-15,titular,True
315,315,2019-07-06,titular,True
316,316,2017-01-20,titular,True
317,317,2024-12-06,titular,True
318,318,2024-10-19,titular,True
319,319,2024-08-25,titular,True
320,320,2024-07-29,titular,False
321,321,2024-03-25,titular,True
322,322,2022-03-08,titular,True
323,323,2018-10-12,titular,True
324,324,2024-02-15,titular,True
325,325,2019-01-10,titular,True
326,326,2019-11-05,titular,True
327,327,2020-01-02,titular,True
328,328,2022-12-04,titular,True
329,329,2023-08-10,titular,True
330,330,2019-05-23,titular,True
331,331,2018-06-07,titular,True
332,332,2016-05-09,titular,True
333,333,2023-01-24,titular,True
334,334,2023-07-24,titular,True
335,335,2016-05-09,titular,True
336,336,2026-04-01,titular,True
337,337,2019-10-09,titular,True
338,338,2025-03-22,titular,True
339,339,2019-12-18,titular,True
340,340,2017-08-31,titular,True
341,341,2025-06-15,titular,True
342,342,2023-07-17,titular,True
343,343,2026-01-05,titular,True
344,344,2025-03-15,titular,True
345,345,2019-09-17,titular,True
346,346,2025-01-19,titular,True
347,347,2018-03-07,titular,True
348,348,2019-11-22,titular,True
349,349,2022-11-27,titular,True
350,350,2018-04-10,titular,True
351,351,2021-05-14,titular,True
352,352,2017-11-19,titular,True
353,353,2020-08-26,titular,True
354,354,2022-08-13,titular,False
355,355,2026-03-25,titular,True
356,356,2017-06-17,titular,True
357,357,2019-04-22,titular,True
358,358,2020-03-07,titular,True
359,359,2025-08-23,titular,True
360,360,2024-12-31,titular,True
361,361,2016-08-03,titular,True
362,362,2019-09-29,titular,True
363,363,2022-09-24,titular,True
364,364,2022-01-16,titular,True
365,365,2022-11-08,titular,True
366,366,2020-05-08,titular,True
367,367,2025-10-11,titular,True
368,368,2018-02-21,titular,True
369,369,2019-07-19,titular,True
370,370,2019-01-02,titular,True
371,371,2017-07-28,titular,True
372,372,2016-12-09,titular,True
373,373,2025-06-09,titular,True
374,374,2025-05-26,titular,True
375,375,2020-03-04,titular,True
376,376,2024-12-30,titular,True
377,377,2021-08-06,titular,True
378,378,2019-07-13,titular,True
379,379,2019-07-16,titular,True
380,380,2021-04-17,titular,True
381,381,2025-04-01,titular,True
382,382,2023-01-04,titular,True
383,383,2024-06-27,titular,True
384,384,2019-05-14,titular,True
385,385,2017-08-24,titular,True
386,386,2016-06-29,titular,True
387,387,2021-10-24,titular,False
388,388,2017-12-03,titular,True
389,389,2024-11-18,titular,True
390,390,2024-06-23,titular,True
391,391,2024-08-14,titular,True
392,392,2023-11-26,titular,True
393,393,2016-09-05,titular,True
394,394,2023-11-06,titular,True
395,395,2022-02-20,titular,True
396,396,2025-02-01,titular,True
397,397,2024-10-22,titular,True
398,398,2016-08-17,titular,True
399,399,2019-08-26,titular,True
400,400,2021-12-14,titular,True
401,401,2023-06-13,titular,True
402,402,2024-03-17,titular,True
403,403,2016-12-08,titular,True
404,404,2023-06-02,titular,True
405,405,2025-03-13,titular,True
406,406,2023-06-23,titular,True
407,407,2024-08-30,titular,True
408,408,2023-04-30,titular,True
409,409,2023-07-25,titular,True
410,410,2022-06-08,titular,True
411,411,2024-12-30,titular,True
412,412,2019-11-28,titular,True
413,413,2025-07-07,titular,False
414,414,2018-12-23,titular,True
415,415,2020-07-21,titular,True
416,416,2023-12-15,titular,False
417,417,2019-07-25,titular,True
418,418,2021-04-10,titular,True
419,419,2019-03-02,titular,True
420,420,2020-02-05,titular,True
421,421,2020-10-05,titular,True
422,422,2018-09-26,titular,True
423,423,2022-04-23,titular,True
424,424,2024-02-24,titular,False
425,425,2016-08-30,titular,False
426,426,2017-02-03,titular,True
427,427,2016-10-27,titular,True
428,428,2016-06-02,titular,True
429,429,2020-10-26,titular,True
430,430,2023-03-20,titular,True
431,431,2024-08-19,titular,True
432,432,2018-04-22,titular,True
433,433,2025-10-18,titular,True
434,434,2021-11-26,titular,True
435,435,2018-07-12,titular,True
436,436,2023-01-30,titular,True
437,437,2025-02-25,titular,True
438,438,2023-08-19,titular,True
439,439,2023-11-14,titular,True
440,440,2020-04-10,titular,True
441,441,2021-05-22,titular,True
442,442,2024-04-24,titular,True
443,443,2024-12-15,titular,True
444,444,2017-05-18,titular,True
445,445,2020-12-02,titular,True
446,446,2022-07-04,titular,True
447,447,2023-11-28,titular,True
448,448,2021-08-17,titular,True
449,449,2017-11-07,titular,True
450,450,2017-05-12,titular,True
451,451,2024-10-06,titular,True
452,452,2022-04-09,titular,True
453,453,2019-05-31,titular,True
454,454,2017-06-18,titular,True
455,455,2016-09-08,titular,True
456,456,2023-01-06,titular,True
457,457,2017-05-30,titular,True
458,458,2022-12-24,titular,True
459,459,2018-03-26,titular,True
460,460,2017-10-20,titular,True
461,461,2021-07-03,titular,True
462,462,2023-05-28,titular,True
463,463,2019-09-20,titular,True
464,464,2022-02-05,titular,True
465,465,2022-08-23,titular,True
466,466,2020-12-05,titular,True
467,467,2018-08-11,titular,True
468,468,2020-04-21,titular,True
469,469,2026-02-19,titular,True
470,470,2017-04-23,titular,True
471,471,2019-09-27,titular,True
472,472,2017-12-16,titular,True
473,473,2021-11-07,titular,True
474,474,2023-12-04,titular,True
475,475,2021-10-09,titular,True
476,476,2019-10-25,titular,True
477,477,2020-04-07,titular,True
478,478,2019-03-23,titular,True
479,479,2023-04-16,titular,True
480,480,2023-08-30,titular,False
481,481,2017-05-10,titular,True
482,482,2016-09-16,titular,True
483,483,2016-11-21,titular,True
484,484,2020-07-29,titular,True
485,485,2020-09-10,titular,True
486,486,2020-02-19,titular,True
487,487,2025-05-09,titular,True
488,488,2019-12-06,titular,True
489,489,2023-01-01,titular,True
490,490,2016-12-18,titular,True
491,491,2018-03-12,titular,True
492,492,2023-05-31,titular,True
493,493,2026-03-13,titular,True
494,494,2019-07-06,titular,False
495,495,2025-04-04,titular,True
496,496,2023-01-22,titular,True
497,497,2024-09-23,titular,True
498,498,2023-07-27,titular,True
499,499,2019-04-16,titular,True
500,500,2020-04-14,titular,True
501,501,2019-06-17,titular,True
502,502,2017-06-27,titular,True
503,503,2025-02-13,titular,True
504,504,2017-08-11,titular,True
505,505,2022-07-24,titular,True
506,506,2025-06-26,titular,True
507,507,2026-01-24,titular,True
508,508,2018-11-20,titular,True
509,509,2024-03-10,titular,True
510,510,2021-08-09,titular,True
511,511,2020-12-31,titular,True
512,512,2024-06-19,titular,True
513,513,2020-08-18,titular,True
514,514,2021-05-06,titular,True
515,515,2019-08-18,titular,True
516,516,2022-01-08,titular,True
517,517,2023-08-05,titular,True
518,518,2025-05-01,titular,True
519,519,2018-11-23,titular,True
520,520,2023-12-20,titular,True
521,521,2023-03-03,titular,True
522,522,2016-05-28,titular,True
523,523,2024-09-18,titular,True
524,524,2019-01-10,titular,True
525,525,2018-06-19,titular,True
526,526,2017-03-05,titular,True
527,527,2018-11-13,titular,True
528,528,2023-04-04,titular,True
529,529,2016-06-05,titular,True
530,530,2017-02-17,titular,True
531,531,2018-12-21,titular,True
532,532,2025-10-24,titular,True
533,533,2018-04-25,titular,True
534,534,2019-12-03,titular,False
535,535,2024-10-20,titular,True
536,536,2020-12-13,titular,True
537,537,2020-09-05,titular,True
538,538,2020-07-02,titular,True
539,539,2017-07-11,titular,True
540,540,2016-11-26,titular,True
541,541,2026-04-09,titular,True
542,542,2020-12-03,titular,True
543,543,2021-02-08,titular,True
544,544,2024-10-30,titular,True
545,545,2025-07-13,titular,False
546,546,2021-03-27,titular,True
547,547,2022-05-06,titular,True
548,548,2025-07-21,titular,True
549,549,2017-06-16,titular,True
550,550,2021-12-19,titular,True
551,551,2024-09-04,titular,True
552,552,2025-02-14,titular,True
553,553,2023-04-21,titular,True
554,554,2016-05-31,titular,True
555,555,2024-04-25,titular,True
556,556,2020-07-25,titular,True
557,557,2026-01-09,titular,True
558,558,2023-10-17,titular,True
559,559,2022-07-01,titular,True
560,560,2024-09-01,titular,True
561,561,2017-02-17,titular,True
562,562,2019-11-10,titular,True
563,563,2026-03-03,titular,True
564,564,2016-06-13,titular,True
565,565,2026-01-07,titular,True
566,566,2021-02-26,titular,True
567,567,2021-12-29,titular,True
568,568,2020-01-30,titular,True
569,569,2019-10-24,titular,True
570,570,2019-08-31,titular,True
571,571,2022-07-22,titular,True
572,572,2016-08-22,titular,True
573,573,2023-04-20,titular,True
574,574,2026-01-02,titular,True
575,575,2017-10-13,titular,True
576,576,2017-11-05,titular,True
577,577,2022-01-08,titular,True
578,578,2020-08-24,titular,True
579,579,2018-06-20,titular,True
580,580,2020-11-20,titular,True
581,581,2026-01-24,titular,True
582,582,2019-08-24,titular,True
583,583,2023-11-20,titular,True
584,584,2018-12-03,titular,True
585,585,2019-01-08,titular,True
586,586,2018-07-11,titular,True
587,587,2022-05-12,titular,True
588,588,2016-12-01,titular,True
589,589,2017-12-26,titular,True
590,590,2019-05-04,titular,True
591,591,2021-03-09,titular,True
592,592,2017-05-31,titular,True
593,593,2025-09-18,titular,True
594,594,2018-06-26,titular,True
595,595,2019-03-15,titular,True
596,596,2018-03-22,titular,True
597,597,2022-08-02,titular,True
598,598,2019-04-13,titular,True
599,599,2019-06-21,titular,True
600,600,2016-10-22,titular,True
601,601,2023-07-08,titular,True
602,602,2021-09-20,titular,True
603,603,2024-09-23,titular,True
604,604,2020-02-10,titular,True
605,605,2017-07-11,titular,True
606,606,2016-09-09,titular,True
607,607,2024-05-25,titular,True
608,608,2016-10-27,titular,True
609,609,2016-05-24,titular,True
610,610,2017-04-15,titular,True
611,611,2022-03-16,titular,True
612,612,2017-01-28,titular,True
613,613,2016-06-03,titular,True
614,614,2023-04-25,titular,True
615,615,2018-11-07,titular,True
616,616,2026-02-27,titular,True
617,617,2024-03-30,titular,True
618,618,2022-10-23,titular,True
619,619,2017-11-17,titular,True
620,620,2019-02-22,titular,True
621,621,2024-01-17,titular,False
622,622,2022-07-19,titular,True
623,623,2018-10-12,titular,True
624,624,2020-02-13,titular,True
625,625,2024-08-16,titular,True
626,626,2017-02-24,titular,True
627,627,2022-05-11,titular,True
628,628,2020-10-28,titular,True
629,629,2022-09-21,titular,True
630,630,2026-04-20,titular,True
631,631,2023-04-16,titular,True
632,632,2022-02-27,titular,True
633,633,2023-05-31,titular,True
634,634,2017-10-14,titular,False
635,635,2020-03-09,titular,True
636,636,2020-12-14,titular,True
637,637,2026-01-28,titular,True
638,638,2024-12-26,titular,True
639,639,2020-12-01,titular,True
640,640,2024-02-12,titular,True
641,641,2019-04-01,titular,True
642,642,2020-12-08,titular,True
643,643,2022-01-29,titular,True
644,644,2023-09-06,titular,True
645,645,2024-08-06,titular,True
646,646,2021-12-28,titular,True
647,647,2016-05-02,titular,True
648,648,2018-09-18,titular,True
649,649,2022-12-08,titular,True
650,650,2019-01-31,titular,True
651,651,2017-06-02,titular,True
652,652,2021-09-22,titular,True
653,653,2024-10-24,titular,True
654,654,2020-03-13,titular,True
655,655,2021-06-05,titular,True
656,656,2021-06-11,titular,True
657,657,2024-08-26,titular,True
658,658,2016-07-06,titular,True
659,659,2018-01-07,titular,False
660,660,2021-10-24,titular,True
661,661,2018-01-15,titular,True
662,662,2016-05-02,titular,True
663,663,2024-05-06,titular,True
664,664,2024-09-26,titular,True
665,665,2026-04-09,titular,True
666,666,2025-10-14,titular,True
667,667,2018-05-31,titular,True
668,668,2018-11-27,titular,True
669,669,2023-08-07,titular,True
670,670,2017-09-19,titular,True
671,671,2020-06-28,titular,True
672,672,2017-04-05,titular,True
673,673,2026-01-09,titular,True
674,674,2016-05-17,titular,True
675,675,2021-09-29,titular,True
676,676,2019-08-31,titular,False
677,677,2021-04-14,titular,True
678,678,2021-01-24,titular,True
679,679,2020-09-22,titular,True
680,680,2021-08-18,titular,True
681,681,2022-05-23,titular,True
682,682,2022-05-27,titular,True
683,683,2019-09-09,titular,True
684,684,2017-03-19,titular,True
685,685,2016-10-03,titular,True
686,686,2016-05-31,titular,True
687,687,2021-09-14,titular,True
688,688,2019-04-29,titular,True
689,689,2023-11-07,titular,True
690,690,2026-01-08,titular,True
691,691,2018-12-16,titular,True
692,692,2024-09-23,titular,True
693,693,2018-12-07,titular,True
694,694,2019-04-03,titular,True
695,695,2017-09-27,titular,True
696,696,2024-09-14,titular,False
697,697,2016-08-21,titular,True
698,698,2017-02-21,titular,True
699,699,2016-06-06,titular,True
700,700,2021-08-28,titular,True
701,701,2022-05-18,titular,True
702,702,2022-02-12,titular,True
703,703,2026-02-07,titular,True
704,704,2018-06-18,titular,True
705,705,2018-06-15,titular,True
706,706,2017-05-07,titular,True
707,707,2017-12-28,titular,True
708,708,2022-06-26,titular,True
709,709,2024-12-22,titular,True
710,710,2021-12-16,titular,True
711,711,2019-10-15,titular,True
712,712,2022-05-10,titular,True
713,713,2023-04-26,titular,True
714,714,2020-07-30,titular,True
715,715,2019-07-29,titular,True
716,716,2024-04-11,titular,True
717,717,2019-12-18,titular,True
718,718,2019-07-21,titular,True
719,719,2025-11-18,titular,True
720,720,2022-10-04,titular,True
721,721,2024-06-11,titular,True
722,722,2019-08-02,titular,True
723,723,2019-08-19,titular,True
724,724,2018-03-05,titular,True
725,725,2023-11-22,titular,True
726,726,2020-01-05,titular,True
727,727,2017-11-08,titular,True
728,728,2021-12-01,titular,True
729,729,2017-09-03,titular,False
730,730,2017-03-10,titular,True
731,731,2019-11-11,titular,True
732,732,2025-04-30,titular,True
733,733,2021-03-17,titular,True
734,734,2019-02-18,titular,True
735,735,2023-05-24,titular,True
736,736,2023-01-25,titular,True
737,737,2018-06-01,titular,True
738,738,2023-05-26,titular,True
739,739,2023-06-10,titular,True
740,740,2017-09-20,titular,True
741,741,2016-12-25,titular,True
742,742,2023-09-20,titular,True
743,743,2017-11-15,titular,True
744,744,2024-02-05,titular,True
745,745,2023-04-29,titular,True
746,746,2023-02-24,titular,True
747,747,2022-05-10,titular,True
748,748,2017-03-21,titular,True
749,749,2025-11-29,titular,True
750,750,2017-06-18,titular,True
751,751,2023-05-30,titular,True
752,752,2016-08-17,titular,True
753,753,2016-06-10,titular,True
754,754,2023-08-25,titular,True
755,755,2020-07-27,titular,True
756,756,2016-12-14,titular,True
757,757,2018-07-17,titular,True
758,758,2026-03-14,titular,True
759,759,2020-04-22,titular,True
760,760,2017-05-31,titular,True
761,761,2023-08-20,titular,True
762,762,2017-10-19,titular,False
763,763,2020-10-07,titular,True
764,764,2020-03-23,titular,True
765,765,2019-11-20,titular,True
766,766,2022-09-07,titular,True
767,767,2019-01-15,titular,True
768,768,2016-07-23,titular,True
769,769,2026-04-09,titular,True
770,770,2024-12-28,titular,True
771,771,2021-01-16,titular,True
772,772,2018-09-10,titular,True
773,773,2017-11-09,titular,True
774,774,2017-07-13,titular,True
775,775,2016-10-14,titular,True
776,776,2017-06-09,titular,True
777,777,2025-08-02,titular,True
778,778,2023-05-28,titular,True
779,779,2019-10-31,titular,True
780,780,2017-02-05,titular,True
781,781,2023-07-02,titular,True
782,782,2017-02-23,titular,True
783,783,2022-11-16,titular,True
784,784,2019-01-02,titular,True
785,785,2025-02-16,titular,True
786,786,2025-01-14,titular,True
787,787,2025-08-05,titular,True
788,788,2024-02-24,titular,True
789,789,2018-05-28,titular,True
790,790,2025-05-21,titular,True
791,791,2021-04-04,titular,False
792,792,2023-11-06,titular,True
793,793,2025-02-07,titular,True
794,794,2023-01-07,titular,True
795,795,2016-08-23,titular,True
796,796,2025-05-15,titular,True
797,797,2019-11-25,titular,True
798,798,2018-03-06,titular,True
799,799,2019-04-08,titular,True
800,800,2016-09-25,titular,True
801,801,2022-04-03,titular,True
802,802,2021-12-10,titular,True
803,803,2022-11-07,titular,True
804,804,2020-10-01,titular,True
805,805,2019-11-15,titular,True
806,806,2022-10-29,titular,True
807,807,2019-09-17,titular,True
808,808,2024-01-13,titular,True
809,809,2019-06-10,titular,True
810,810,2019-10-07,titular,True
811,811,2021-07-25,titular,False
812,812,2019-08-14,titular,True
813,813,2025-05-31,titular,True
814,814,2026-03-25,titular,True
815,815,2023-01-27,titular,True
816,816,2021-11-21,titular,True
817,817,2021-06-02,titular,True
818,818,2024-05-24,titular,True
819,819,2020-05-02,titular,True
820,820,2017-01-07,titular,True
821,821,2017-07-18,titular,True
822,822,2023-10-14,titular,True
823,823,2019-04-29,titular,True
824,824,2023-08-08,titular,True
825,825,2016-06-29,titular,False
826,826,2017-07-09,titular,True
827,827,2016-06-03,titular,True
828,828,2021-06-27,titular,True
829,829,2021-11-13,titular,True
830,830,2022-06-01,titular,True
831,831,2025-06-15,titular,True
832,832,2017-08-21,titular,True
833,833,2025-02-10,titular,True
834,834,2021-06-18,titular,True
835,835,2024-08-02,titular,True
836,836,2022-12-03,titular,True
837,837,2020-07-25,titular,True
838,838,2021-09-20,titular,True
839,839,2018-03-03,titular,True
840,840,2023-12-24,titular,True
841,841,2021-11-03,titular,True
842,842,2017-03-01,titular,True
843,843,2021-01-19,titular,True
844,844,2025-01-28,titular,True
845,845,2018-01-08,titular,True
846,846,2020-06-20,titular,True
847,847,2023-11-04,titular,True
848,848,2022-06-28,titular,True
849,849,2016-11-21,titular,True
850,850,2016-10-20,titular,True
851,851,2023-07-31,titular,True
852,852,2018-04-10,titular,True
853,853,2022-03-09,titular,True
854,854,2017-06-12,titular,True
855,855,2025-07-01,titular,True
856,856,2022-04-26,titular,True
857,857,2023-05-07,titular,True
858,858,2018-03-11,titular,True
859,859,2017-06-09,titular,True
860,860,2025-03-19,titular,True
861,861,2020-06-03,titular,True
862,862,2020-11-26,titular,True
863,863,2025-08-27,titular,True
864,864,2017-08-31,titular,True
865,865,2020-02-08,titular,True
866,866,2020-07-27,titular,True
867,867,2021-07-01,titular,True
868,868,2016-09-12,titular,True
869,869,2026-03-03,titular,True
870,870,2017-12-18,titular,True
871,871,2022-06-16,titular,False
